,Period_EvCl,Period_StEv,Policy_agent_cat,FLAG_Owner_bl,FLAG_Insurer_bl,Policy_KBM,Policy_KS,Policy_KT,Policy_KVS,FLAG_Policy_KO,FLAG_Policy_KP,FLAG_Policy_KPR,FLAG_Policy_type,VEH_age,VEH_capacity_type,FLAG_bad_region,FLAG_dsago,FLAG_prolong,Policy_loss_count,Damage_count,Claim_type,FLAG_trial,Event_type_Классика,Event_type_ПВУ СП,Insurer_type_ПБОЮЛ,Insurer_type_Физическое Лицо,Insurer_type_Юридическое Лицо,Owner_region_Волгоградская область,Owner_region_Краснодарский край,Owner_region_Москва,Owner_region_Ростовская область,Owner_region_Челябинская область,Owner_type_ПБОЮЛ,Owner_type_Физическое Лицо,Owner_type_Юридическое Лицо,Sales_channel_Автодилеры,Sales_channel_Агенты и РБ,Sales_channel_ДКК,Sales_channel_Лизинг,Sales_channel_Прочие,Sales_channel_Собственные продажи,Sales_channel_Фронт-офис,VEH_aim_use_Дорожные и специальные ТС,VEH_aim_use_Личные,VEH_aim_use_Перевозка опасных и легко воспламеняющихся грузов,VEH_aim_use_Прокат/Краткосрочная аренда,VEH_aim_use_Прочие,VEH_aim_use_Регулярные/по заказам пассажирские перевозки,VEH_aim_use_Такси,VEH_aim_use_Учебная езда,VEH_aim_use_Экстренные и коммунальные службы,VEH_model_AUDI A4,VEH_model_AUDI A6,VEH_model_BMW 520,VEH_model_BMW X5,VEH_model_LEXUS RX,VEH_model_MERCEDES-BENZ C 180,VEH_model_MERCEDES-BENZ E 200,VEH_model_PORSCHE CAYENNE,VEH_model_TOYOTA LAND CRUISER,VEH_model_TOYOTA LAND CRUISER PRADO,VEH_type_name_Автобус более 16,VEH_type_name_Автобус менее 16,VEH_type_name_Автобус такси,VEH_type_name_Грузовой более 16,VEH_type_name_Грузовой менее 16,VEH_type_name_Легковой,VEH_type_name_Легковой такси,VEH_type_name_Мотоцикл,VEH_type_name_Трактор,Owner_region_another,VEH_model_another
2479,6,89,0.085993586951432,0,0,0.9,1.0,1.8,1.0,0,1,0,0,9.0,6.0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2483,14,66,0.06053165321763201,0,0,1.0,1.0,0.7,1.0,0,1,0,0,5.0,3.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2484,2,87,0.08771877981284501,0,0,1.0,1.0,1.0,1.0,1,1,0,0,4.0,3.0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2485,9,67,0.06053165321763201,0,0,1.0,1.0,0.6,1.0,0,1,0,0,19.0,5.0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2486,16,59,0.06053165321763201,0,0,1.0,1.0,0.7,1.0,0,1,0,0,11.0,6.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2487,9,65,0.10419306336369,0,0,1.0,1.0,1.0,1.0,1,1,0,0,6.0,6.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2540,140,6,0.096512706070066,0,0,0.95,1.0,2.0,1.0,0,1,0,0,9.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2553,4,79,0.029257058593802,0,0,1.0,1.0,0.6,1.0,0,1,0,0,18.0,5.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2558,32,34,0.044636048749959,0,0,0.9,1.0,1.0,1.0,0,1,0,0,6.0,3.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2565,24,2,0.093577081662121,0,0,1.0,1.0,2.0,1.0,1,1,0,0,0.0,5.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2577,1,302,0.0,1,1,1.4,1.0,0.8,1.0,1,1,0,0,25.0,7.0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2584,32,225,0.08621478681581501,0,0,1.0,1.0,1.8,1.7,0,1,0,1,14.0,5.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2601,4,161,0.14922006656984,0,0,1.0,0.7,1.8,1.0,0,1,0,0,6.0,3.0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2612,33,75,0.09883080941263901,0,0,0.95,1.0,1.6,1.7,0,1,0,0,15.0,4.0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2621,19,12,0.062798069772965,0,0,0.65,1.0,2.0,1.0,1,1,0,0,2.0,4.0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2641,16,242,0.11915094933231,0,0,1.0,1.0,0.6,1.0,0,1,0,0,20.0,5.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2661,8,118,0.035393293919562,0,0,0.85,1.0,0.7,1.0,1,1,0,0,3.0,6.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2663,24,92,0.081775037742185,0,0,0.95,1.0,1.7,1.0,0,1,0,0,3.0,5.0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2673,14,28,0.034209976436046,0,0,1.0,1.0,1.0,1.0,1,1,0,1,14.0,3.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2674,9,39,0.0,0,0,1.0,1.0,1.7,1.0,1,1,0,0,1.0,6.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2676,42,0,0.1655571800561,0,0,0.5,1.0,2.0,1.0,0,1,0,0,8.0,5.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2691,5,357,0.08216778000836501,0,0,0.95,1.0,1.3,1.0,1,1,0,0,4.0,3.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2700,12,305,0.05986081008430799,0,0,1.0,1.0,1.0,1.0,0,1,0,0,9.0,6.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2717,28,200,0.031025197355871,0,0,0.95,1.0,0.8,1.0,0,1,0,0,18.0,3.0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2718,83,131,0.06053165321763201,0,0,0.5,1.0,1.6,1.0,1,1,0,0,5.0,5.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2729,30,73,0.11309715974917998,0,0,0.7,0.7,1.7,1.0,0,1,0,1,8.0,6.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2738,24,10,0.084498862081845,0,0,0.95,0.7,1.7,1.0,0,1,0,1,18.0,6.0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2748,7,314,0.061237869306014006,0,0,0.95,1.0,0.7,1.0,1,1,0,0,6.0,7.0,1,0,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2751,1,283,0.10732236070972999,0,0,1.0,1.0,1.5,1.0,1,1,0,0,1.0,4.0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2757,7,232,0.06053165321763201,0,0,0.95,1.0,0.8,1.0,1,1,0,0,9.0,3.0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2759,42,154,0.035393293919562,0,0,0.8,1.0,0.6,1.0,1,1,0,0,4.0,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2763,1,190,0.036935500355149,0,0,0.8,1.0,1.7,1.6,0,1,0,0,2.0,4.0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2767,20,145,0.07711100409858099,0,0,0.85,1.0,1.7,1.0,0,1,0,1,18.0,3.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2770,1,152,0.08389336446448001,0,0,1.0,0.7,0.8,1.7,0,1,0,0,17.0,3.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2771,20,124,0.090435532696908,0,0,0.5,1.0,1.7,1.0,0,1,0,0,17.0,6.0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2776,18,81,0.11262269558708,0,0,1.0,1.0,1.7,1.7,0,0,0,0,11.0,6.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2781,32,72,0.10173958364966,0,0,1.0,1.0,1.3,1.0,1,1,0,0,33.0,3.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2782,35,55,0.025859869200486,0,0,1.0,1.0,1.0,1.0,1,1,0,0,11.0,3.0,1,0,0,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2785,56,10,0.097203130674791,0,0,0.85,1.0,1.4,1.0,1,1,1,0,5.0,7.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2786,1,58,0.060915193201595004,0,0,0.9,1.0,1.8,1.0,0,1,0,1,4.0,6.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2792,32,3,0.12020658523346,0,0,0.9,1.0,2.0,1.0,0,1,0,0,1.0,5.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2793,16,27,0.28478096232929,0,0,0.95,1.0,1.8,1.0,0,1,0,1,10.0,6.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2796,10,13,0.19875296422633,0,0,1.0,1.0,0.7,1.0,0,1,0,0,13.0,6.0,1,0,0,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2808,13,349,0.062798069772965,0,0,0.95,1.0,1.3,1.0,0,1,0,1,12.0,7.0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2810,7,342,0.029257058593802,0,0,1.0,1.0,0.8,1.0,0,1,0,0,14.0,3.0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2816,9,299,0.12070458650879,0,0,0.9,1.0,1.7,1.0,0,1,0,1,16.0,3.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2821,10,282,0.029257058593802,0,0,1.0,1.0,0.7,1.0,1,1,0,0,14.0,3.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2827,7,203,0.024282841576242,0,0,0.9,1.0,1.8,1.0,0,1,0,0,8.0,6.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2840,3,143,0.092875592947522,0,0,0.95,1.0,0.8,1.0,1,1,0,0,1.0,4.0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2844,2,138,0.084264908506867,0,0,0.8,1.0,1.7,1.0,1,1,0,0,5.0,6.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2850,5,97,0.038635941306407996,0,0,1.0,1.0,1.8,1.0,0,1,0,1,10.0,3.0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2852,45,52,0.15825881541581,0,0,0.9,1.0,1.7,1.0,0,1,0,0,14.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2860,3,64,0.087641344852024,0,0,1.0,1.0,1.5,1.0,0,1,0,0,13.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2873,32,349,0.10903727949499,0,0,0.7,1.0,1.7,1.0,0,1,0,0,7.0,3.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2881,11,314,0.06557601917932,0,0,1.0,1.0,1.7,1.0,1,1,0,0,1.0,4.0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2892,3,213,0.10700805892874,0,0,0.9,1.0,1.8,1.0,0,1,0,0,25.0,3.0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2894,19,203,0.1037297511772,0,0,1.0,0.5,1.1,1.7,0,1,0,1,19.0,3.0,0,0,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2895,7,177,0.10882579093113,0,0,0.6,1.0,1.8,1.0,0,1,0,0,8.0,4.0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2896,23,165,0.097134595503172,0,0,0.65,1.0,1.7,1.0,0,1,0,0,11.0,4.0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2898,4,181,0.096512706070066,0,0,1.0,0.5,2.0,1.0,0,1,0,1,11.0,3.0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2899,5,179,0.05568647750878201,0,0,0.95,1.0,0.8,1.0,0,1,0,0,6.0,3.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2900,67,124,0.058736154193787006,0,0,0.95,0.5,1.7,1.0,0,1,0,1,15.0,6.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2907,10,150,0.029257058593802,0,0,1.0,1.0,0.6,1.0,0,1,0,0,11.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2920,3,112,0.092875592947522,0,0,0.6,1.0,0.8,1.0,0,1,0,0,5.0,4.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2921,16,95,0.071083324648469,0,0,1.0,1.0,1.5,1.0,1,1,0,0,5.0,5.0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2925,30,73,0.025859869200486,0,0,0.85,1.0,1.0,1.0,0,1,0,0,8.0,5.0,1,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2926,7,87,0.06339294041564901,0,0,0.7,1.0,1.1,1.0,1,1,0,0,6.0,5.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2930,2,88,0.14849303317994,0,0,0.9,1.0,1.7,1.0,0,1,0,0,5.0,3.0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2931,20,76,0.14922006656984,0,0,1.0,1.0,0.7,1.0,1,1,0,1,4.0,6.0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2949,3,17,0.10459540994125,0,0,0.75,1.0,1.8,1.0,0,1,0,0,6.0,6.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2952,5,6,0.09311101609052301,0,0,0.55,1.0,1.8,1.0,0,1,0,0,3.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2955,44,363,0.038658778271707,0,0,0.7,1.0,0.9,1.0,0,1,0,0,15.0,3.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2967,1,286,0.10427701146191001,0,0,0.9,1.0,1.8,1.0,0,1,0,0,1.0,3.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2978,8,244,0.06557601917932,1,1,1.0,1.0,2.0,1.0,1,1,0,0,15.0,5.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2979,10,232,0.040881706294964994,0,0,1.0,1.0,1.2,1.0,0,1,0,0,4.0,6.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2985,1,212,0.030889136895777998,0,0,0.5,1.0,0.7,1.0,0,1,0,1,13.0,5.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2993,10,183,0.16607931989986,0,0,1.0,1.0,1.7,1.8,0,1,0,0,31.0,2.0,0,1,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2999,114,17,0.10173958364966,0,0,0.85,1.0,1.3,1.0,0,1,0,1,19.0,3.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
